name,Target,Common name / Synonyms,Developer,Clinical domain,Clinical indication,Development status,Monoclonal Antibody (mAb),Linker,Drug/Payload,Cleavage Mechanism/MOA,Notes,References,Clinical Trials,Drug description,Species,Trade/Property Name,Development Technology,International Nonproprietary Name,INN Proposed / List and Year,INN Number,INN Recommended / List and Year,CAS,UNII (FDA),Expression system,Molecular Formula,Molecular Weight,Patents,Regulatory decisions,Origin clone species,NDC Code,Exact Mass,Additional Find Terms,Specificity target name,Molecular Formula: Description,Application,Regulatory agency status and year,Highlight of Prescribing Information,PubChem Structure,MeSH Unique ID,MeSH Heading,Monoisotopic Mass,Molecular Formula: Biological Sequence,Summary of Product Characterization
BA3011 | CAB-Axl-ADC | CAB-anti-Axl-ADC,"AXL, a TAM family receptor tyrosine kinase and oncogene involved in the stimulation of cell proliferation.","CAB-Axl-ADC, CAB-anti-Axl-ADC BA3011",BioAtla  In collaboration with Sinobioway Biomedicine,Oncology; Hematology,"Pancreatic cancer; Colon cancer,  melanoma,  CML, Esophageal, Liver Cancer AML, NSCLC, Breast, Ovarian Cancer","Phase I  A multi-center, open-label, Phase I/II study designed to evaluate the safety, tolerability, PK, immunogenicity, and antitumor activity of BA3011, a conditionally active biologic (CAB) AXL-targeted antibody drug conjugate (CAB-AXL-ADC) in patients with advanced solid tumors in Phase 1 and BA3011 alone and in combination with nivolumab in Phase II.",CAB-Axl antibodies,,,,"AXL is over-expressed in a number of cancers but also found in some normal tissues. This may cause toxicity if treated with conventional Antibody-drug Conjugates (ADC’s). BioAtla’s Conditionally Active Biologic (CAB)-anti-AXL-ADC specifically targets the tumor microenvironment, reducing toxicity in normal tissue.","Leslie L. Sharp, Cathy Chang, Gerhard Frey, Jing Wang, Haizhen Liu, Charles Xing, Safak Yalcin, Marlena Walls, Yong Ben, William J. Boyle, Jay M. Short. Anti-tumor efficacy of BA3011, a novel Conditionally Active Biologic (CAB) anti-AXL-ADC [abstract]. In: Proceedings of the American Association for Cancer Research Annual Meeting 2018; 2018 Apr 14-18; Chicago, IL. Philadelphia (PA): AACR; Cancer Res 2018;78(13 Suppl):Abstract nr 827.",CAB-AXL-ADC Safety and Efficacy Study in Adult and Adolescent Patients With Solid Tumors - NCT03425279 https://clinicaltrials.gov/ct2/show/NCT03425279,,,,BioAtla's proprietary Conditionally Active Biologic (CAB) antibody therapeutics technology.,,,,,,,,,,,,,,,,,,,,,,,,,,
BA3021 | Anti-ROR2 ADC | CAB-ROR2-ADC,"Ror2, also known as receptor tyrosine kinase-like orphan receptor 2, is a membrane- bound RTK that is activated by non-canonical Wnt signaling through its association with the Wnt5A glycoprotein during normal bone and cartilage development.",BA3021 Anti-ROR2 ADC  CAB-ROR2-ADC,BioAtla,Oncology,"Advanced solid tumors including non-small cell lung cancer (NSCLC), triple negative breast cancer and soft tissue sarcoma.","Phase I/II  A multi-center, open-label, Phase I/II study designed to evaluate the safety, tolerability, PK, immunogenicity, and antitumor activity of BA3021, a conditionally active biologic (CAB) ROR2-targeted antibody drug conjugate (CAB-ROR2- ADC) in patients with advanced solid tumors. (Update may 2019)",,,,,,,CAB-ROR2-ADC Safety and Efficacy Study in Patients With Solid Tumors - NCT03504488 https://clinicaltrials.gov/ct2/show/NCT03504488,,,,Conditionally Active Biologic (CAB): https://adc.expert/2kUmwPl,,,,,,,,,,WO2017197234A1,,,,,,,,,,,,,,,,
BAT8001,HER2,,Bio-Thera,Oncology,HER2-positive stomach cancer and breast cancer,"BAT8001 is in Phase Ⅲ clinical evaluation for the treatment of HER2-positive, metastatic breast cancer who previously received trastuzumab separately or in combination treatment.",Trastuzumab,A novel uncleavable linker,A maytansine derivative,,,"Wang S, Xu F, Hong R, Xia W, Yu JC, Tang W, Wei J, Song S, Wang Z, Zhang L, Li S. BAT8001, a potent anti-HER2 antibody drug conjugate with a novel uncleavable linker to reduce toxicity for patients with HER2-positive tumor [abstract]. In: Proceedings of the American Association for Cancer Research Annual Meeting 2019; 2019 Mar 29-Apr 3; Atlanta, GA. Philadelphia (PA): AACR; Cancer Res 2019;79(13 Suppl):Abstract nr CT053.  Tang W, Deng X, Ou Z, Gan J, Dong Q, Tan B, Lu L, Chen B, Bao C, Li S, Thomas B, Yu J-C. BAT8001, a potent anti-HER2 antibody-drug conjugate with a novel stable linker for the treatment of HER2-positive breast cancer [abstract]. In: Proceedings of the 2018 San Antonio Breast Cancer Symposium; 2018 Dec 4-8; San Antonio, TX. Philadelphia (PA): AACR; Cancer Res 2019;79(4 Suppl):Abstract nr P6-17-39.",,"BAT8001 is a humanized anti-HER2 antibody, covalently linked to a maytansine derivative via a stable linker.  BAT8001 has similar level of exposure, half-life, and Cmax as trasuzumab emtansine (T-DM1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAY79-4620,"CA9 (carbonic anhydrase IX, CAIX, MN, G250)",BAY79-4620; 3ee9; BAY 794620; BAY 79-4620,Bayer HealthCare,Oncology,Various solid tumors,Phase I; This program has been discontinued (2014),,Valine–citrulline (vc),Monomethyl  Auristatin E (MMAE),Self-imolative enzyme-cleavable linker / Tubulin polymerase inhibitor; tubulin inhiboto; apoptosis stimulants; mitosis inhibitors.,"According to the sponsor, the development of this investigational agent was discontinued as a result of 2 grade 5 adverse events at 4.6 mg/kg dose.",,http://adc.expert/19ubPYq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDC-1001,HER2 ((human epidermal growth factor receptor 2),BDC-1001,Bolt Biotherapeutics,Oncology,"HER2-Expressing Solid Tumors, including metastatic breast and gastric cancers.",Phase I Trial,,,,,,,A First-in-human Study Using BDC-1001 in Advanced and HER2-Expressing Solid Tumors - NCT04278144,"BDC-1001 is an Immune Stimulating Antibody Conjugate (ISAC), which conjugates Toll Like Receptors (TLR) with tumor-targeting antibodies for localized immune-stimulation at the tumor site.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIIB-015 | BIIB015,CFC1B (Cripto),BIIB015; BIIB-015,Biogen,Oncology,Solid Tumors,This program has been discontinued.,,MCC,"Maytansinoid derivative, DM4",Tubulin depolymerization/cleavable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BL-B029A1,Epithelial Tumor,BL-B029A1 BL B029A1 ,Systimmune,Oncology,,Preclinical,,,,Undefined mechanism,,,,Bispecific-ADC,,,,,,,,,,"MilliporeSigma’s CHOZN expression system, based on a GS -/- Chinese hamster ovary (CHO) cell line.",,,,,,,,,,,,,,,,,,,
BL-M002A2,Unknown,BL M002A2 BL-M002A2,Systimmune,Oncology,- Glioma - Lung cancer,Preclinical,,,,Undefined mechanism,,,,Dual-warhead ADC,,,,,,,,,,"MilliporeSigma’s CHOZN expression system, based on a GS -/- Chinese hamster ovary (CHO) cell line.",,,,,,,,,,,,,,,,,,,
BL-M005A2,Unknown,BL M005A2 BL-M005A2 ,Systimmune,Oncology,- Breast cancer;  - Non-small cell lung cancer  (NSCLC),Preclinical,,,,Undefined mechanism,,,,Dual-warhead ADC,,,,,,,,,,"MilliporeSigma’s CHOZN expression system, based on a GS -/- Chinese hamster ovary (CHO) cell line.",,,,,,,,,,,,,,,,,,,
BMS986148 | BMS-986148,"Mesothelin, a GPI-anchored cell surface protein",,Bristol-Myers Squibb (BMS),Oncology,"Solid tumors - Lung Cancer (Mesothelioma),  - Ovarian cancer,  - Pancreatic cancer","Phase I Phase I/II  A phase I study is to assess the safety and tolerability of the Mesothelin-ADC BMS-986148 in patients with advanced and/or metastatic solid tumors. (update: March 2020).  A phase I/II study is to determine the safety, tolerability, pharmacokinetics, immunogenicity, antitumor activity and pharmacodynamics of BMS-986148 administered alone and in combination with nivolumab in patients with mesothelioma, non-small cell lung cancer, ovarian cancer, pancreatic cancer and gastric cancer. (update: June 2020) ",A fully human IgG1 anti-mesothelin monoclonal antibody,,Tubulysin,This ADC is a Tubulin polymerisation inhibitor,"Preliminary adverse events, efficacy and pharmacokinetics data from the phase I/II trial in Solid tumors  (NCT02884726) were presented during the 2019 AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics.","Jeffrey Clarke, Siu-Chung Chu, Lillian L Siu, Jean-Pascal Machiels, Benjamin Markman, Kimberley Heinhuis, Michael Millward, Martijn Lolkema, Sandip Pravin Patel, Paul de Souza, Giuseppe Curigliano, Armando Santoro, Michelle Brown, Ronald Fleming, Heather Vezina, Chunsheng He, Sylvie Rottey. BMS-986148, an anti-mesothelin antibody-drug conjugate (ADC), alone or in combination with nivolumab demonstrates clinical activity in patients with select advanced solid tumors [abstract]. In: Proceedings of the AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics; 2019 Oct 26-30; Boston, MA. Philadelphia (PA): AACR; Mol Cancer Ther 2019;18(12 Suppl):Abstract nr B057. doi:10.1158/1535-7163.TARG-19-B057",Phase I Study of Mesothelin-ADC - NCT02884726 https://clinicaltrials.gov/ct2/show/NCT02884726  A Study of BMS-986148 in Patients With Select Advanced Solid Tumors - NCT02341625 https://clinicaltrials.gov/ct2/show/NCT02341625,,Fully human,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMS986288 | BMS-986288,"CTLA-4 (CTLA4; cytotoxic T-lymphocyte-associated protein 4), also known as CD152, is a protein receptor that functions as an immune checkpoint and downregulates immune responses.",BMS-986288 BMS986288,Bristol Myers Squibb  In collaboration with CytomX,Oncology,Advanced Solid Tumors,Phase I/IIa  A phase I/IIa study is to determine whether BMS-986288 both by itself and in combination with Nivolumab is safe and tolerable in the treatment of select advanced solid tumors. (Update: February 2020),An anti-CTLA-4 Probody.  BMS-986288 is a Probody version of the anti-CTLA-4 antibody ipilimumab (Yervoy®) (a non-fucosylated version of ipilimumab),,,,"BMS-986288, based on a modified version of ipilimumab (Yervoy®) , to evaluate a CTLA-4-directed Probody therapeutic alone or in combination with nivolumab (Opdivo®) in patients with selected advanced solid cancers.",,An Investigational Immunotherapy Study of BMS-986288 Alone and in Combination With Nivolumab in Advanced Solid Cancers - NCT03994601 https://clinicaltrials.gov/ct2/show/NCT03994601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT1718 | BT 1718 | BT-1718,Membrane type 1-matrix metalloprotease (MT1-MMP; MMP14),BT1718; BT 1718; BT-1718.,Bicycle Therapeutics,Oncology,Triple negative breast cancer; non-small cell lung cancer; Soft tissue sarcoma;,Preclinical ,A bicyclic peptide,A hindered disulfide linker,"DM1 (emtansine), a thiol-containing maytansinoid",,,,BT1718 in Patients With Advanced Solid Tumours - NCT03486730 https://clinicaltrials.gov/ct2/show/NCT03486730,"Bicycle Drug Conjugates (BDCs) have shown considerable promise by delivering 10-fold higher levels of cytotoxic agents, while exposing the body for 30-fold less time and yet maintaining efficacy over toxin alone or ADC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYON3521 ADC,,BYON3521,Byondis,Oncology,,Early pre-clinical development,,Cleavable valine-citrulline-seco (vc-seco)  ,"A DNA-alkylating duocarmycin analog.   Duocarmycin hydroxybenzamide azaindole (DUBA), is rapidly degraded in the plasma, potentially increasing the maximum tolerated doses.  https://www.adcreview.com/duocarmycin-analogues/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYON4413 ADC,,BYON4413 BYON4413 ADC,Byondis,Oncology,,Early pre-clinical development,,Cleavable valine-citrulline-seco (vc-seco),"A DNA-alkylating duocarmycin analog  Duocarmycin hydroxybenzamide azaindole (DUBA), is rapidly degraded in the plasma, potentially increasing the maximum tolerated doses.  https://www.adcreview.com/duocarmycin-analogues/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belantamab mafodotin | GSK2857916 | J6M0-mcMMAF,"TNFRSF17 (TNF receptor superfamily member 17, tumor necrosis factor receptor superfamily, member 17, B cell maturation antigen, BCMA, BCM, TNFRSF13A, CD269).",GSK2857916  2857916 GSK '916 J6M0-mcMMAF,GlaxoSmithKline  (GSK) Co-developer: Seattle Genetics,Oncology,Multiple myeloma (BTD and PRIME),"Phase I Phase II Phase III  A phase I Open-label, Dose Escalation Study to Investigate the Safety, Tolerability, Pharmacokinetics, Immunogenicity and Clinical Activity (update June 2020)  A phase I study to assess the PK, safety, and tolerability of belantamab mafodotin monotherapy in Relapsed/Refractory Multiple Myeloma (RRMM) participants with impaired hepatic function and in matched RRMM participants with normal hepatic function (update June 2020)  A phase I study to assess the pharmacokinetics (PK), safety, and tolerability of belantamab mafodotin monotherapy in patients with Relapsed/Refractory Multiple Myeloma (RRMM) who have had at least 3 lines of prior treatment and have either normal or impaired renal functions. This study consist of two parts: part 1 will include participants with normal renal function and severe renal impairment and part 2 will include participants with end-stage renal disease (ESRD) where participants are either not undergoing or require hemodialysis. (update June 2020).   A phase I/II trial randomized, open-label, platform study designed to evaluate the effects of belantamab mafodotin in combination with other anti-cancer drugs in patients with relapsed/refractory multiple myeloma (RRMM)(update April 2020)  A randomized, open-label phase III trial for evaluating the efficacy and safety of single agent belantamab mafodotin when compared to pom/dex in participants with RRMM (updated June 2020)  A phase III study to evaluate the efficacy and safety of belantamab mafodotin in combination with Bortezomib, Lenalidomide and Dexamethasone (VRd) compared with VRd alone in adult participants with transplant ineligible (TI) newly diagnosed multiple myeloma (NDMM)(updated June 2020)  A multicenter, open-Label, randomized phase III study to Evaluate the Efficacy and Safety of the Combination of belantamab mafodotin, bortezomib, and dexamethasone (B-Vd) compared with the combination of daratumumab, bortezomib and dexamethasone (D-Vd) in patients  with relapsed/refractory (R/R) multiple myeloma (update June 2020)",Humanized monoclonal antibody  ,A noncleavable maleimidocaproyl (mc) linker,Monomethyl Auristatin F (MMAF)   An average of 4 cysteinyl,Non-cleavable/ Tubulin polymerase inhibitor,"In 2017, belantamab mafodotin was awarded Breakthrough Therapy designation from the U.S. Food and Drug Administration and PRIME designation from the European Medicines Agency; these designations are intended to facilitate development of investigational medicines that have shown clinical promise for conditions where there is significant unmet need.",,"DREAMM-1 trial: A Study to Investigate the Efficacy and Safety of Two Doses of GSK2857916 in Subjects With Multiple Myeloma Who Have Failed Prior Treatment With an Anti-CD38 Antibody - NCT03525678  A Study of Belantamab Mafodotin (GSK2857916) in Multiple Myeloma Participants With Normal and Impaired Hepatic Function - NCT04398680 https://www.clinicaltrials.gov/ct2/show/NCT04398680  A Study of Belantamab Mafodotin (GSK2857916) in Multiple Myeloma Participants With Normal and Impaired Renal Function - NCT04398745 https://www.clinicaltrials.gov/ct2/show/NCT04398745  A Study of Belantamab Mafodotin to Investigate Safety, Tolerability, Pharmacokinetics, Immunogenicity and Clinical Activity in Participants With Relapsed/Refractory Multiple Myeloma (RRMM) - NCT04177823 https://www.clinicaltrials.gov/ct2/show/NCT04177823  Dose Escalation Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics, Immunogenicity and Clinical Activity of GSK2857916 - NCT02064387  Platform Study of Belantamab Mafodotin as Monotherapy and in Combination With Anti-cancer Treatments in Participants With Relapsed/Refractory Multiple Myeloma (RRMM) (DREAMM 5) - NCT04126200 https://www.clinicaltrials.gov/ct2/show/NCT04126200  Study of Single Agent Belantamab Mafodotin Versus Pomalidomide Plus Low-dose Dexamethasone (Pom/Dex) in Participants With Relapsed/Refractory Multiple Myeloma (RRMM) - NCT04162210 https://www.clinicaltrials.gov/ct2/show/NCT04162210  Bortezomib, Lenalidomide and Dexamethasone (VRd) With Belantamab Mafodotin Versus VRd Alone in Transplant Ineligible Multiple Myeloma - NCT04091126 https://www.clinicaltrials.gov/ct2/show/NCT04091126  Evaluation of Efficacy and Safety of Belantamab Mafodotin, Bortezomib and Dexamethasone Versus Daratumumab, Bortezomib and Dexamethasone in Participants With Relapsed/Refractory Multiple Myeloma (DREAMM 7) - NCT04246047 https://www.clinicaltrials.gov/ct2/show/NCT04246047  Expanded Access Request Program for Belantamab Mafodotin (GSK2857916) in Multiple Myeloma - NCT03763370 ttps://www.clinicaltrials.gov/ct2/show/NCT03763370  Overview of Clinical Trials:  https://adc.expert/2XH5IN6",Belantamab mafodotin is an investigational anti-B-cell maturation antigen (BCMA) antibody-drug conjugate in Phase II clinical development for patients with relapsed/refractory multiple myeloma and other advanced hematologic malignancies expressing BCMA.,,,,Belantamab mafodotin,118 | 2019,10754,80 | 2018,2050232-20-5,DB1041CXDG,CHO (Chinese Hamster Ovary) cells,,,,"European Commission Orphan drug October 16, 2017  EXPECTED (July 2020): Review by the US FDA Oncologic Drugs Advisory Committee meeting for multiple myeloma.",Homo sapiens,,,,,,,,,,,,,,
Bivatuzumab mertansine | Anti-CD44v6-DM1 | BIWI-1,"CD44v6 | (homing function and Indian blood group system, chondroitin sulfate proteoglycan 8, CSPG8) variant 6 (CD44v6, CD44V6) ",Anti-CD44v6; DM1 immunoconjugate; BIWI-1;  CD44v6-DM1;,Boehringer Ingelheim | ImmunoGen ,Oncology,Squamous cell carcinoma of the head and neck or esophagus,Phase I; This program is discontinued (2005),,,DM1,"Apoptosis stimulants; CD44 antigen inhibitors; Mitosis inhibitors. | Following internalization of bivatuzumab mertansine,  mertansine is be released intracellularly by cleavage of the antibody–mertansine disulfide bonds.  Following intracellular delivery and release, mertansine inhibits tubulin polymerization and results in mitotic arrest and tumor cell death.","The maximum tolerated dose (MTD) was 300 mg/m2 attributable to skin toxicity.  The principal toxic effects were maculopapular rashes, focal blister formation, and skin exfoliation.  Tijink BM, et al. (2006 Clin. Cancer Res.) reported skin toxicity. The development of bivatuzumab mertansine was discontinued due to the occurrence of skin toxicity in Phase I clinical trials in patients with advanced carcinoma. In addition to its expression on various carcinomas, including squamous cell carcinomas and a proportion of adenocarcinomas, published data indicate that CD44v6  also is expressed on normal proliferating epidermal skin cells.",,,,,,,Bivatuzumab mertansine,83 | 2000,7965,45 | 2001,,,,,,,,,,,,,,,,,,,,,,
Brentuximab vedotin | SGN35 | Adcetris®,"TNFRSF8 (tumor necrosis factor receptor (TNFR) superfamily member 8, KI-1, CD30)",SGN-35 cAC10-Val-Cit-MMAE,"Seattle genetics, Inc. (Bothell WA USA) / Takeda Pharmaceutical Co. Ltd. (Osaka Japan)",Oncology,Hodgkin Lymphoma (HL);  Anaplastic Large Cell Lymphoma (ALCL),"Approved (FDA approval August 19, 2011)",IgG1 - kappa,Valine-citrulline,Monomethyl Auristatin E (MMAE),Protease cleavage Tubulin polymerase inhibitor,,,http://adc.expert/1Cpg4Oo,https://www.adcreview.com/brentuximab-vedotin-sgn35/,Chimeric,Adcetris®,,Brentuximab vedotin,103 | 2010,9144,65 | 2011,914088-09-8,7XL5ISS668,,C6476H9930N1690O2030S40 (C68H105N11O15)3–5,,,,Mus musculus,51144-050,149.2–151.8 kg/mol,,,,,,,,,,,,
Bstrongximab-ADC,,Bstrongximab-ADC,CureMeta,Oncology,,Preclinical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC-99712 - Anti-BCMA ADC,"B-cell maturation antigen (BCMA), also known as tumor necrosis factor receptor superfamily member 17 (TNFRSF17)",CC-99712,Bristol-Myers Squibb (Celgene) Sutro Biopharma,Oncology,Relapsed and refractory (r/r) multiple myeloma (MM),"Phase I  An open-label, Phase I, dose escalation (Part A) and expansion (Part B), First-in-Human (FIH) clinical study of CC-99712 in subjects with relapsed and refractory multiple myeloma (MM) (Update: April 2020).",,,,,This ADC is using Sutro's site-specific conjugation technology that allows for precise and consistent conjugation of the linker and payload.,,"A Study of CC-99712, a BCMA Antibody-Drug Conjugate, in Subjects With Relapsed and Refractory Multiple Myeloma - NCT04036461  - https://adc.expert/CC-99712",,,,Sutro Biopharma’s cell-free expression technology platform.,,,,,,,,,,,,,,,,,,,,,,,,,,
CD184-Dasatinib (CD184-Dasatinib-ADC),CXCR4; Chemokine receptor type 4 (CXCR-4) also known as fusin or CD184; CXCR4 is an alpha-chemokine receptor specific for stromal-derived-factor-1 (SDF-1 also called CXCL12),CD184-Dasatinib; CD184-Dasatinib-ADC,Ambrx,Non-Oncology; Non-Hematology; ,Chronic diseases,(Early) preclinical,anti-CXCR4 antibody,,"Dasatinib;  an oral small molecule inhibitor of Abl and Src family tyrosine kinases (SFK), including p56(Lck) (Lck). Given the central importance of Lck in transmitting signals from the T-cell receptor (TCR) signaling complex and the potent ability of dasatinib to inhibit Lck activity.  Drug-to-antibody ratio (DAR) ~3",Delivery of kinase inhibitors for immunosuppressive activity,"This ADC may lead to a new class of selective immunosuppressive drugs with improved safety, and extends the antibody-drug conjugate strategy to the targeted delivery of kinase inhibitors for indications beyond oncology.",DOI: 10.1021/jacs.5b00620,,"A novel, immunosuppressive ADC using a humanized CXCR4-specific IgG with an elongated CDR3, nonspecifically conjugated to dasatinib derivatives via both cleavable and non-cleavable linkers; able to selectively deliver dasatinib to human T cells with excellent in vitro immunosuppressive activity, likely in part due to the high potency of the parent kinase inhibitor. ",Humanized,,,,,,,,,,,,WO2016115218A1,,,,,,,,,,,,,,,,
